time,NearestPointAverage2,PressureDifference,NearestPointAverage2_trend,NearestPointAverage2_dt,NearestPointAverage2_lowess,PressureDifference_trend,PressureDifference_dt,PressureDifference_lowess
1932,4.284153975847382,0.8410550031900539,4.317085738907583,-0.0329317630602004,-0.2332383109298707,-0.612805508992126,1.45386051218218,-0.18391325842428446
1933,0.2592223928455629,-3.4397278560139366,4.330749832604598,-4.071527439759035,-0.27970101398092717,-0.5994172989401965,-2.84031055707374,-0.30884662543241537
1934,5.381719447506966,0.7362450537916444,4.344376852636559,1.037342594870407,-0.34643755880038263,-0.5862738471964045,1.322518900988049,-0.4500863263371741
1935,6.062351471226128,0.12361011784384074,4.357967615767417,1.704383855458711,-0.39232460669482844,-0.5733643182545252,0.6969744360983658,-0.5771877433455611
1936,4.359991392053381,-1.2823354814427048,4.371522938761112,-0.011531546707731266,-0.3883293244918858,-0.5606778766083377,-0.7216576048343671,-0.6740188001605343
1937,2.3769187915322885,-4.0953283612802345,4.385043638381604,-2.0081248468493156,-0.33251383389631706,-0.5482036867516086,-3.547124674528626,-0.739529557604738
1938,7.611422945649245,1.8075399460361246,4.398530531392834,3.2128924142564115,-0.2552620316669288,-0.535930913178117,2.3434708592142415,-0.7935857403282893
1939,2.0056246167315206,-2.264634558077711,4.411984434558752,-2.4063598178272314,-0.190068857528519,-0.5238487203816381,-1.7407858376960732,-0.8540811238284497
1940,3.7899280551485366,-2.265535933657786,4.4254061646433,-0.635478109494763,-0.1504104383295558,-0.5119462728559507,-1.7535896608018353,-0.904319478946056
1941,2.332755036036187,-3.072507444677168,4.438796538410434,-2.1060415023742474,-0.12459494503506069,-0.5002127350948218,-2.572294709582346,-0.9188702635127908
1942,2.4125889915080703,-2.9155278797591255,4.452156372624101,-2.0395673811160306,-0.10123024939734926,-0.4886372715920304,-2.426890608167095,-0.8900254158237636
1943,7.260500755540804,2.2133993239067076,4.465486484048246,2.7950142714925574,-0.07650679928963823,-0.47720904684135146,2.690608370748059,-0.8244858388281061
1944,7.266043395338035,-0.25416640306432553,4.478787689446813,2.787255705891222,-0.030376397698596083,-0.46591722533656377,0.21175082227223824,-0.7129630306613178
1945,5.3791487290788975,-0.7651462041442721,4.49206080558376,0.8870879234951374,0.040479459389843285,-0.4547509715714348,-0.31039523257283735,-0.5701773268425276
1946,3.7126225302938214,-2.150620562478016,4.505306649223029,-0.7926841189292078,0.12788960231726415,-0.4436994500397432,-1.7069211124382728,-0.4220812274014974
1947,-1.5293732401607534,-2.852371497446145,4.518526037128565,-6.047899277289318,0.20726916432609857,-0.4327518252352677,-2.419619672210877,-0.28612165891555125
1948,4.00535839790975,1.4850878551781435,4.531719786064323,-0.526361388154573,0.25206634003739165,-0.4218972616517758,1.9069851168299192,-0.16494479494698905
1949,6.516375263931003,1.2959992890396965,4.544888712794248,1.9714865511367554,0.23568609204612329,-0.4111249237830464,1.7071242128227428,-0.06911462321302707
1950,5.923062136935702,0.061650804705028185,4.558033634082287,1.3650285028534146,0.1562957011185565,-0.4004239761228543,0.4620747808278825,-0.010537035137022019
1951,3.391514273045372,-0.7752726444349434,4.571155366692385,-1.179641093647013,0.018863096480244472,-0.3897835831649781,-0.3854890612699653,0.006759751005514531
